id,product,narrative,gpt_4o_prediction,time-gpt-4o,gpt_4o_mini_prediction,time-gpt-4o-mini,claude_3_5_sonnet_prediction,time-claude-3-5-sonnet-latest,claude_3_5_haiku_prediction,time-claude-3-5-haiku-latest,deepseek-chat_prediction,time-deepseek-chat,gemini-2.0-flash_prediction,time-gemini-2.0-flash,gemini-2.0-flash-lite_prediction,time-gemini-2.0-flash-lite,gemini-1.5-pro_prediction,time-gemini-1.5-pro,gemini-1.5-flash_prediction,time-gemini-1.5-flash,claude-3-7-sonnet_prediction,time-claude-3-7-sonnet-latest,gpt-4.5-preview_prediction,time-gpt-4.5-preview-2025-02-27,gpt-o1_prediction,time-o1-2024-12-17,gpt-o3-mini_prediction,time-o3-mini-2025-01-31,deepseek-reasoner_prediction,time-deepseek-reasoner
421,credit_card,really option issue chase credit card closed account late last year last name match new married name joint bank account paying issue none card issue since card closed allow pay pay minimum guessing ok hoping acceptable sent email issue today also telling filing complaint computer tried different way refuse pay fee calling payment pay high interest fee year pay today even pay,credit_card,0.6135,credit_card,1.1896,credit_card,1.6199,credit_card,1.6276,credit_card,5.5723,credit_card,0.6738,credit_card,0.6249,credit_card,0.7009,credit_card,0.8241,credit_card,1.2164,credit_card,1.1981,credit_card,4.0455,credit_card,3.5879,credit_card,19.9609
422,mortgages_and_loans,mortgage servicemac llc transferred home mortgage several month ago sent payment amount amount believed billed servicemac contends make full payment prove statement read shred statement payment scheduled bank servicemac receive payment scheduled servicemac however apply payment portion mortgage servicemac contends since full payment hold partial payment unapplied full payment received would think servicemac still required apply whatever payment received mortgage loan,mortgages_and_loans,1.2421,mortgages_and_loans,0.9362,mortgages_and_loans,1.8537,mortgages_and_loans,1.6255,mortgages_and_loans,5.39,mortgages_and_loans,0.6621,mortgages_and_loans,0.5843,mortgages_and_loans,0.7055,mortgages_and_loans,0.7801,mortgages_and_loans,0.8337,mortgages_and_loans,0.9318,mortgages_and_loans,3.3584,mortgages_and_loans,1.9072,mortgages_and_loans,21.658
423,debt_collection,convergent outsourcing collection agency reported account credit report original account owner debt paid want removed report immediately tried asking refuse account number,debt_collection,0.622,debt_collection,0.914,debt_collection,1.5033,debt_collection,1.7291,debt_collection,6.3678,credit_reporting,0.8366,debt_collection,0.81,debt_collection,0.8125,credit_reporting,0.5972,debt_collection,1.1718,debt_collection,1.1692,debt_collection,6.8454,debt_collection,3.2471,debt_collection,12.1379
424,debt_collection,bill collector verified personal information including last four social someone phone even gender disclosing debt disclose called numerous time day called speak manager claimed assist without verifying information today portfolio recovery manager,debt_collection,0.668,debt_collection,0.703,debt_collection,1.8235,debt_collection,1.9348,debt_collection,141.8124,debt_collection,0.748,debt_collection,0.6832,debt_collection,0.8444,debt_collection,0.6993,debt_collection,0.7323,debt_collection,1.5102,debt_collection,3.8758,debt_collection,2.4384,debt_collection,24.2554
425,debt_collection,duplicate request absolute resolution never contacted debt first sold present owner debt written notice accordance fcra fdca provide following information purchase first letter debt ownership account receivable corp specifically mailed date,debt_collection,0.7038,debt_collection,0.6022,debt_collection,1.8344,debt_collection,2.0274,debt_collection,10.3359,debt_collection,0.6599,debt_collection,0.8037,debt_collection,0.6509,debt_collection,0.7288,debt_collection,2.1027,debt_collection,1.5122,debt_collection,6.8439,debt_collection,3.9778,debt_collection,16.6315
426,credit_reporting,inquires reporting report removed already still showing,credit_reporting,0.5658,credit_reporting,0.8092,credit_reporting,1.8338,credit_reporting,1.8293,credit_reporting,92.8643,credit_reporting,0.5961,credit_reporting,0.5981,credit_reporting,0.7005,credit_reporting,0.7721,credit_reporting,0.8673,credit_reporting,1.2025,credit_reporting,2.0312,credit_reporting,2.4413,credit_reporting,20.859
427,credit_card,set auto pay card compromised new card issued never advised payment didnt go,credit_card,0.6366,credit_card,0.8121,credit_card,1.6354,credit_card,2.0352,credit_card,6.85,credit_card,0.6041,credit_card,0.8378,retail_banking,0.6996,credit_card,0.8031,credit_card,0.8466,credit_card,1.2017,credit_card,2.3513,credit_card,5.9225,credit_card,23.6578
428,credit_card,never account synchrony someone used information past open fraudulent account year ago state corrected tried applying card would first account bank denied based bad history bank history thats unfair,credit_reporting,0.6798,credit_reporting,0.7098,credit_reporting,1.9631,credit_reporting,1.9759,credit_card,7.2676,credit_card,0.7066,credit_card,0.7812,credit_reporting,0.6764,credit_reporting,0.8067,credit_reporting,0.7979,credit_reporting,1.1479,credit_reporting,6.9893,credit_reporting,14.3157,credit_reporting,31.4488
429,mortgages_and_loans,good afternoon name told mortgage company would able pay premium house get appraisal pay price paid work done house since purchased mortgage company phh become policy charge extra payoff house please help understand going major work done property lot work need done bring house code plan renovate pay mortgage company contacted phone,mortgages_and_loans,0.7483,mortgages_and_loans,0.4974,mortgages_and_loans,1.5929,mortgages_and_loans,1.9885,mortgages_and_loans,5.1049,mortgages_and_loans,0.7054,mortgages_and_loans,0.8079,mortgages_and_loans,0.9322,mortgages_and_loans,0.8313,mortgages_and_loans,2.136,mortgages_and_loans,1.1645,mortgages_and_loans,3.509,mortgages_and_loans,3.8712,mortgages_and_loans,14.2816
430,credit_reporting,numerous account inquiry listed credit report knowledge initiated authorized result malpractice error,credit_reporting,0.5055,credit_reporting,0.6863,credit_reporting,1.3215,credit_reporting,2.2456,credit_reporting,4.492,credit_reporting,0.6928,credit_reporting,0.756,credit_reporting,0.8236,credit_reporting,0.6681,credit_reporting,0.9085,credit_reporting,1.3884,credit_reporting,2.8507,credit_reporting,2.3375,credit_reporting,27.5782
431,credit_reporting,recently sent letter day ago bureau disregarding regular consumer dispute beyond stressed wit end sending letter still sent response please help huge damaging effect credit report score,credit_reporting,1.2192,credit_reporting,1.2348,credit_reporting,1.8315,credit_reporting,1.7265,credit_reporting,97.0839,credit_reporting,0.5928,credit_reporting,0.8534,credit_reporting,0.8873,credit_reporting,0.802,credit_reporting,0.7976,credit_reporting,1.294,credit_reporting,2.4392,credit_reporting,2.5506,credit_reporting,28.0522
432,credit_reporting,may concern writing dispute fraudulent charge account amount victim identity theft make authorize charge requesting charge removed finance charge related fraudulent amount credited well receive accurate statement request made pursuant fair credit billing act amendment truth lending act see also b auto account acct opened balance account collection account acct opened balance account acct opened balance account,credit_card,0.6093,credit_card,0.4977,credit_reporting,1.2171,credit_card,1.8298,credit_card,5.5045,credit_card,0.5638,credit_card,0.7084,credit_card,0.8047,credit_card,0.8007,credit_reporting,0.879,credit_card,1.7129,credit_card,16.4728,credit_card,5.8025,credit_card,16.578
433,credit_reporting,receiving current copy credit report discovered entry idenitified inquiry qualified deletion report,credit_reporting,0.8154,credit_reporting,0.604,credit_reporting,1.9305,credit_reporting,1.8291,credit_reporting,12.6862,credit_reporting,0.563,credit_reporting,0.8009,credit_reporting,0.7055,credit_reporting,0.8023,credit_reporting,1.9948,credit_reporting,1.4859,credit_reporting,2.4404,credit_reporting,2.4379,credit_reporting,30.5536
434,debt_collection,notified today via derogatory mark placed credit score williams fudge inc never notified debt never contacted prior derogatory mark never given amount debt paid student loan provider time payment history contacted company even look legitimate amount owed random number owe never owed random amount via college related expense,debt_collection,0.7075,credit_reporting,0.4652,credit_reporting,1.8872,credit_reporting,2.1338,credit_reporting,6.1781,credit_reporting,0.7944,credit_reporting,1.0267,credit_reporting,0.6975,credit_reporting,0.7183,credit_reporting,0.9513,debt_collection,1.2317,debt_collection,4.5926,debt_collection,13.0622,debt_collection,35.6038
435,credit_reporting,capital one credit card current time payment payment reported late incorrectly suggest request capital one remove late payment reach correct department please listen recorded call representative set automated payment enrolled program followed please dont put mistake repetitive made,credit_card,0.6005,credit_card,2.4733,credit_card,2.595,credit_card,1.7706,credit_card,12.0277,credit_card,0.5415,credit_card,0.7968,credit_card,0.6866,credit_card,0.7833,credit_card,1.0114,credit_card,2.1271,credit_card,3.4658,credit_card,1.5396,credit_card,18.0874
436,credit_card,home improvement loan greensky work completed submitted bill greensky week received bill listing statement period ending loan state prepayment penalty called verify loan balance told though loan payoff amount interest charged paying entire loan statement,mortgages_and_loans,0.7073,mortgages_and_loans,0.8209,mortgages_and_loans,1.6266,mortgages_and_loans,1.6474,mortgages_and_loans,4.9198,mortgages_and_loans,0.7505,mortgages_and_loans,0.8695,mortgages_and_loans,0.9232,mortgages_and_loans,0.8026,mortgages_and_loans,0.8124,mortgages_and_loans,1.509,mortgages_and_loans,2.4414,mortgages_and_loans,2.356,mortgages_and_loans,21.0179
437,credit_card,claiming unemployment government temporarily released work covid signed unemployment know registering account debit card portion unemployment sent unactivated account copy card account therefore access money would like helped gain access account guy reached missed call left voicemail since reached back yet,retail_banking,1.3057,retail_banking,1.1169,retail_banking,1.5226,debt_collection,1.8712,retail_banking,17.4062,retail_banking,0.6167,retail_banking,0.8495,retail_banking,0.703,retail_banking,0.5971,retail_banking,2.227,credit_card,1.5118,retail_banking,4.4893,retail_banking,4.9745,retail_banking,18.6888
438,credit_reporting,cbe group reporting debt credit file owed recently pulled credit report noticed debt credit called hospital directly applied financial hardship took care debt cbe however still reporting debt credit file something longer owe erroneous account need removed debt solved longer reporting credit,debt_collection,0.6246,credit_reporting,0.5499,credit_reporting,1.3212,debt_collection,1.9351,credit_reporting,8.7774,credit_reporting,0.6819,debt_collection,0.9099,credit_reporting,0.7012,credit_reporting,0.5464,credit_reporting,0.8009,debt_collection,1.9976,credit_reporting,8.8242,credit_reporting,4.0806,credit_reporting,22.6376
439,retail_banking,victim id theft contacted citibank someone fraudulently took saving account opened checking account requested atm notified bank said account frozen money safe learned true appears thief processed unauthorized ach done told bank close fraudulently open checking account put fund back saving account close account send check fund date keep opening closing case far sent money full amount help getting money least hour phone call date keep getting transferred request u rep nothing hang,retail_banking,0.7511,retail_banking,0.5513,retail_banking,1.456,credit_card,1.6811,retail_banking,57.9516,retail_banking,0.7064,retail_banking,0.8974,retail_banking,0.9006,retail_banking,0.7526,retail_banking,0.8002,retail_banking,1.3288,retail_banking,3.7457,retail_banking,5.6115,retail_banking,27.8629
440,mortgages_and_loans,fall behind payment corvid lose extra income stay home ad fee pandemic want make payment regular monthly hard amount ask pay really understand adding knowledge abut home lawn please help save home contact really know,mortgages_and_loans,0.8602,mortgages_and_loans,0.6051,mortgages_and_loans,1.5863,mortgages_and_loans,1.7042,mortgages_and_loans,12.3805,mortgages_and_loans,0.6153,mortgages_and_loans,0.8073,mortgages_and_loans,1.0324,mortgages_and_loans,0.8045,mortgages_and_loans,0.8572,mortgages_and_loans,1.2114,mortgages_and_loans,3.1447,mortgages_and_loans,21.381,mortgages_and_loans,33.7828
441,credit_reporting,promissory note validates account paid full day late impossible though experian misreport document validate account never late document show account closed therefore account could possibly closed experian continue inaccurately report several year,credit_reporting,0.8111,credit_reporting,0.8054,credit_reporting,1.7311,credit_reporting,1.9947,credit_reporting,79.7626,credit_reporting,0.6459,credit_reporting,0.9065,credit_reporting,0.6769,credit_reporting,0.6984,credit_reporting,2.0828,credit_reporting,1.0387,credit_reporting,2.8505,credit_reporting,2.1326,credit_reporting,26.7485
442,debt_collection,starting couple year ago getting collection call someone name know spelling sound like phone since tracked original caller said debt hospital called hospital could anything call continued get call matter many time told caller person know person person gave wrong number persist received yet another call radius global solution took name told wrong number put supervisor told also wrong number tried get stop debt know person,debt_collection,0.7687,debt_collection,0.9213,debt_collection,1.2168,debt_collection,1.2154,debt_collection,6.1313,debt_collection,0.59,debt_collection,0.811,debt_collection,0.6714,debt_collection,0.8014,debt_collection,0.9016,debt_collection,1.3822,debt_collection,3.2615,debt_collection,3.8707,debt_collection,25.0754
443,retail_banking,citibank charging month service fee since called pointed agreed refund fee charged till told fee account even though never requested used feature till date know premium feature however day ago noticed still getting charged fee since charged total even though impression going get charged fee called citibank said anything time refused issue refund asked call back downgrade access since could call,retail_banking,0.9511,retail_banking,0.7021,retail_banking,2.0377,retail_banking,1.5236,credit_card,5.5177,retail_banking,0.7474,retail_banking,0.7423,retail_banking,0.6266,retail_banking,0.805,retail_banking,0.9072,retail_banking,1.2075,retail_banking,3.3621,retail_banking,3.9068,retail_banking,22.2657
444,mortgages_and_loans,ford motor credit information account reporting inaccurate account reporting charge wrong account paid closed payment lease paid time even transitioned new lease ford motor credit correct error delete account furnish document tried communicate regard matter yet hear response ford,credit_reporting,0.7099,credit_reporting,0.7155,credit_reporting,1.7585,credit_reporting,1.83,credit_reporting,75.2524,credit_reporting,0.8068,credit_reporting,0.873,credit_reporting,0.7058,credit_reporting,0.7983,credit_reporting,0.9144,credit_reporting,1.3133,credit_reporting,4.4887,credit_reporting,3.9371,credit_reporting,24.1241
445,debt_collection,original debt subsequently turned allied interstate llc collection company closed account requested paid remaining amount due telephone sent equipment back contractually required continued bill equipment sent back recorded call concerning issue,debt_collection,0.7017,debt_collection,0.7062,debt_collection,1.7019,debt_collection,1.933,debt_collection,5.5206,debt_collection,0.6997,debt_collection,0.718,debt_collection,0.8218,debt_collection,0.5631,debt_collection,2.0262,debt_collection,1.1035,debt_collection,2.5434,debt_collection,1.7189,debt_collection,17.8965
446,debt_collection,complaint cash app inc owned month using cash app none cash fund entered account upon inquiring different bank routing listed bank ne emailed cash app contact thru email explained none cashed fund found amount total cash app rep explained would look matter comply could get straight answer cash app sent claim account exact amount owed transaction ach claim debit inc amount,retail_banking,0.6206,debt_collection,0.5994,retail_banking,1.5252,credit_card,1.7099,retail_banking,51.6089,retail_banking,0.7044,retail_banking,0.5483,retail_banking,0.8833,retail_banking,0.9472,retail_banking,0.7973,retail_banking,1.2162,retail_banking,3.273,retail_banking,8.6843,retail_banking,22.1214
447,mortgages_and_loans,http still take fee never tell property quailify coarse keep money told would refunded day happen told bank reverse charge filled claim prevent baseed took money account http read complaint wide spread fraud people smae fraud different year,retail_banking,0.7095,debt_collection,0.6983,retail_banking,1.73,debt_collection,2.36,retail_banking,14.4205,retail_banking,0.7028,retail_banking,0.7401,mortgages_and_loans,0.6792,retail_banking,0.9998,retail_banking,0.803,credit_card,1.511,retail_banking,4.9993,retail_banking,5.7137,retail_banking,29.3379
448,credit_card,received credit care bank paid min due promotional month zero interest original credit came issued credit left balance called still charging min due balance auto pay would take minimum due minimum due month yet still took bank account second month row contacted email three phone every time assured mistake would corrected see enclosed letter,credit_card,0.6036,credit_card,1.0982,credit_card,2.3406,credit_card,2.1377,credit_card,4.7002,credit_card,0.7435,credit_card,0.8011,credit_card,0.8288,credit_card,0.8022,credit_card,2.1389,credit_card,0.9326,credit_card,3.5556,credit_card,2.7479,credit_card,29.4804
449,mortgages_and_loans,hello asked lender provide clarification balance discrepancy asked clarification payoff statement amount seem high breakdown balance pertains please see attached payoff statement inaccurate received response lender wrongful added please,mortgages_and_loans,0.8096,mortgages_and_loans,0.7353,mortgages_and_loans,1.6295,mortgages_and_loans,2.239,mortgages_and_loans,9.5137,mortgages_and_loans,0.6612,mortgages_and_loans,0.754,mortgages_and_loans,0.6708,mortgages_and_loans,0.8055,mortgages_and_loans,0.7974,mortgages_and_loans,1.4847,mortgages_and_loans,4.0789,mortgages_and_loans,3.1531,mortgages_and_loans,25.3644
450,mortgages_and_loans,borrowed cashnet usa repaid company received loaned amount back plus problem still plan collect another meaning get borrowed outrageous given current state world beseech cash net usa settle account one payment paid via check amount,debt_collection,3.6791,debt_collection,0.8113,mortgages_and_loans,1.4221,debt_collection,1.8252,mortgages_and_loans,78.5318,debt_collection,0.6013,debt_collection,0.7244,debt_collection,0.6227,debt_collection,0.797,mortgages_and_loans,0.8446,debt_collection,1.5095,mortgages_and_loans,2.5432,mortgages_and_loans,14.0084,debt_collection,16.3066
451,debt_collection,hipaa violation share information,credit_reporting,0.7954,credit_reporting,2.8725,credit_reporting,1.9324,credit_reporting,1.5288,credit_reporting,5.0079,credit_reporting,0.7043,retail_banking,0.7375,credit_reporting,0.7057,credit_reporting,0.717,credit_reporting,0.9629,debt_collection,1.2094,credit_reporting,8.7903,retail_banking,9.0904,credit_reporting,25.4444
452,retail_banking,wired client account bank america texas wire bank recalled wire soon found error day bank america return said may take several day fund came title company escrow account went routing number credit account fed wire ach client also ask send fund back let wire back overage told could bank recall still release fund bank texas tx,retail_banking,0.9126,retail_banking,0.5515,retail_banking,1.32,retail_banking,2.0337,retail_banking,6.4465,retail_banking,0.8025,retail_banking,0.804,retail_banking,0.6547,retail_banking,0.6055,retail_banking,2.1311,retail_banking,1.82,retail_banking,8.3803,retail_banking,5.2013,retail_banking,29.1076
453,credit_reporting,know account demand investigation removal collection account belong monthly payment term credit limit past due date last payment missing report,credit_reporting,0.8052,debt_collection,0.7341,credit_reporting,1.3702,debt_collection,1.6271,credit_reporting,5.6276,credit_reporting,0.712,debt_collection,0.8041,credit_reporting,0.7301,credit_reporting,0.7785,debt_collection,0.8686,credit_reporting,1.2021,credit_reporting,7.6631,credit_reporting,12.4727,debt_collection,18.6169
454,credit_card,ordered merchandise seller never sent received address seller refused reship refund make claim shipper,retail_banking,0.8401,retail_banking,0.6033,retail_banking,1.7996,retail_banking,2.1369,retail_banking,6.237,credit_card,0.6234,retail_banking,0.604,retail_banking,0.7573,retail_banking,0.5954,retail_banking,0.8464,credit_card,1.5188,credit_card,5.223,retail_banking,12.4669,credit_card,27.2516
455,credit_reporting,someone used identity applied account credit profile belong writing request initiate formal complaint equifax cras mailed equifax block fraudulent information reported account victim identity theft attached unwilling unable conduct adequate investigation failed refused block usage fraudulent account reported please contact agency initiate formal investigation possible violation fair credit reporting act fair debt collection practice act also contacting attorney general possible violation law,credit_reporting,0.8309,credit_reporting,0.6064,credit_reporting,1.5668,credit_reporting,2.0305,credit_reporting,5.9325,credit_reporting,0.6289,credit_reporting,0.7485,credit_reporting,0.763,credit_reporting,0.597,credit_reporting,0.8948,credit_reporting,1.6538,credit_reporting,1.7059,credit_reporting,4.3732,credit_reporting,30.2222
456,mortgages_and_loans,went website loan somehow directed one couple month later bank account thought ok ill pay back easily want payment month interest rate legal called help phone every day charging,mortgages_and_loans,0.916,mortgages_and_loans,0.8057,mortgages_and_loans,2.1785,mortgages_and_loans,1.8307,mortgages_and_loans,5.9712,mortgages_and_loans,0.6445,mortgages_and_loans,0.665,mortgages_and_loans,0.6997,mortgages_and_loans,1.0113,mortgages_and_loans,2.5412,mortgages_and_loans,1.6718,mortgages_and_loans,3.567,mortgages_and_loans,4.2002,debt_collection,31.1072
457,retail_banking,want use app pnc blocked linking account,retail_banking,0.6592,retail_banking,0.81,retail_banking,1.6284,retail_banking,1.7293,retail_banking,29.3421,retail_banking,0.6008,retail_banking,0.8135,retail_banking,0.7001,retail_banking,0.833,retail_banking,0.9005,retail_banking,1.1409,retail_banking,2.6069,retail_banking,2.6272,retail_banking,25.8206
458,mortgages_and_loans,attempted get mortgage lender call way help lower payment using fha streamline refinance well paying escrow balance current escrow reanalysis see would lower escrow payment monthly mortgage payment would attainable several call requesting several call lender call back automated system confusing convoluted get associate phone make impossible even work,mortgages_and_loans,0.8083,mortgages_and_loans,0.6049,mortgages_and_loans,1.9345,mortgages_and_loans,1.9336,mortgages_and_loans,8.0821,mortgages_and_loans,0.6491,mortgages_and_loans,0.9025,mortgages_and_loans,0.904,mortgages_and_loans,0.7582,mortgages_and_loans,1.2464,mortgages_and_loans,1.54,mortgages_and_loans,2.275,mortgages_and_loans,2.9495,mortgages_and_loans,23.9628
459,credit_reporting,bank called inform unknown charge account wanted verify mine correct belong later day received call one credit card provider stating thing immediately knew identity stolen got online made account got copy report year name birthday social security number used open account mine please remove item report u dept ed,credit_reporting,0.5983,credit_card,0.6065,credit_reporting,1.934,credit_reporting,1.9357,credit_card,16.474,credit_reporting,0.6548,credit_card,0.7559,credit_reporting,0.6608,credit_reporting,0.6065,credit_reporting,1.0708,credit_reporting,1.2386,credit_reporting,3.6688,credit_reporting,6.1293,credit_reporting,17.8349
460,debt_collection,think collection find dont know need help please,debt_collection,0.6565,debt_collection,0.6,debt_collection,1.4191,debt_collection,2.4249,debt_collection,4.5975,debt_collection,0.5995,debt_collection,0.8503,debt_collection,0.946,debt_collection,0.5997,debt_collection,0.8453,debt_collection,1.5262,debt_collection,3.2306,debt_collection,2.9374,debt_collection,17.1538
461,credit_card,fraudulent charge company reversed sent new card well letter saying made mistake asked send document photo numerous time promised call back day seperate occasion account today told luck would able access,credit_card,0.6607,credit_card,0.5012,credit_card,1.3425,credit_card,2.3634,credit_card,9.0022,credit_card,0.8047,credit_card,0.5411,credit_card,0.7174,credit_card,0.7007,credit_card,1.1739,credit_card,1.2059,credit_card,4.621,credit_card,2.9622,credit_card,20.7567
462,credit_card,attempted contact customer service wait minute call queue payment scheduled time however still assessed late fee according customer service late fee reverse charged late fee begin payment made time,retail_banking,1.4238,credit_card,0.6036,retail_banking,2.0153,credit_card,1.628,credit_card,112.8353,credit_card,0.5781,retail_banking,0.7651,retail_banking,0.8983,retail_banking,0.6004,mortgages_and_loans,0.9019,credit_card,1.5117,credit_card,7.6821,credit_card,11.4565,credit_card,24.0232
463,debt_collection,disputed account reached many time failed account reported inaccurately incorrectly credit report,credit_reporting,0.8064,credit_reporting,0.8086,credit_reporting,1.6268,credit_reporting,1.7302,credit_reporting,19.1438,credit_reporting,0.6616,credit_reporting,0.8111,credit_reporting,0.802,credit_reporting,0.5651,credit_reporting,0.8015,credit_reporting,1.2015,credit_reporting,2.7421,credit_reporting,1.5567,credit_reporting,13.1252
464,retail_banking,put writing cfpb bank america wanted account closed since billed fee removed incompetent bank say kind thing never performs get letter saying forced closed account still balance idiot know account closed come previous removed would trust bungler lunch money government people let get away,retail_banking,0.8245,retail_banking,0.707,retail_banking,2.8104,retail_banking,1.9395,retail_banking,5.1061,retail_banking,0.6613,retail_banking,0.8085,retail_banking,0.6957,retail_banking,0.8033,retail_banking,1.9301,retail_banking,1.2037,retail_banking,2.5405,retail_banking,4.2386,retail_banking,17.0956
465,credit_reporting,may concern name writing complain transunion lack response reporting continued follow every step removing false account reporting yet comply exceeded day multiple time point issue resolved keep reporting account belong mailed several letter via certified mail dated everything listed detail everything required still job removing item filed police report identity theft report still refuse help following date letter mailed letter sent via certified mail stamp recived letter,credit_reporting,0.5882,credit_reporting,0.7059,credit_reporting,2.3891,credit_reporting,2.1329,credit_reporting,4.3886,credit_reporting,0.7085,credit_reporting,0.5978,credit_reporting,0.9029,credit_reporting,0.7411,credit_reporting,0.7577,credit_reporting,1.2003,credit_reporting,1.8267,credit_reporting,2.9525,credit_reporting,18.98
466,credit_card,credit card closed issue td bank reporting incorrect balance due supposed resolved cfpb complaint per letter dated however month negative information still removed credit report credit score still show td reported false information please report credit bureau owe td bank anything late unpaid amount td said month ago,credit_card,0.8074,credit_card,0.6029,credit_reporting,1.6272,credit_card,1.3304,credit_card,7.7749,credit_card,0.5741,credit_reporting,0.8075,credit_card,0.8177,credit_reporting,0.6885,credit_reporting,0.9563,credit_reporting,1.508,credit_reporting,7.3545,credit_card,4.4876,credit_reporting,20.6062
467,credit_card,past month difficult everyone despite fact people pay monthly bill credit card company taking advantage situation add late fee forbidden paid mine late day late paid therefore requested helping people didnt want remove late fee even though paid interest racket credit card company barred assessing late fee time,credit_card,0.8087,credit_card,0.7032,credit_card,1.9309,credit_card,1.8226,credit_card,5.6295,credit_card,0.8232,credit_card,0.6981,credit_card,0.9347,credit_card,0.596,credit_card,0.8101,credit_card,1.166,credit_card,2.5217,credit_card,2.3352,credit_card,17.5802
468,debt_collection,cooper indicated new loan created behalf create new loan statute fraud relating loan agreement section legislature enacted section specific statute fraud loan agreement involving loan exceeding see tex bus com code ann statute loan agreement enforceable unless agreement writing signed party bound party authorized representative id b,mortgages_and_loans,1.3216,mortgages_and_loans,0.6041,mortgages_and_loans,1.8341,mortgages_and_loans,1.9266,mortgages_and_loans,17.2878,mortgages_and_loans,0.8039,mortgages_and_loans,0.6987,mortgages_and_loans,0.964,mortgages_and_loans,0.8041,mortgages_and_loans,1.8859,mortgages_and_loans,1.1413,mortgages_and_loans,4.0992,mortgages_and_loans,3.4609,mortgages_and_loans,28.7796
469,debt_collection,national credit adjuster co signer apt never stayed florida mother got apt would able sign document please need car bc never lived property,debt_collection,0.7066,debt_collection,0.8096,debt_collection,1.4206,debt_collection,1.8244,debt_collection,4.3923,debt_collection,0.6999,debt_collection,0.7382,debt_collection,0.6593,credit_reporting,0.8055,debt_collection,0.9335,debt_collection,1.4856,debt_collection,4.8984,credit_reporting,12.1678,mortgages_and_loans,28.6457
470,debt_collection,checked credit report trying purchase home soon listed medical debt credit report legal settlement forbid reporting medical debt credit bureau le day old debt hit day mark violates legal settlement credit reporting bureau new waiting period give consumer time resolve medical billing issue,credit_reporting,0.8392,credit_reporting,0.4953,credit_reporting,1.489,credit_reporting,2.1329,credit_reporting,38.082,credit_reporting,0.8746,credit_reporting,0.7757,credit_reporting,0.8501,credit_reporting,0.6322,credit_reporting,0.9025,credit_reporting,1.5114,credit_reporting,2.5441,credit_reporting,3.7684,credit_reporting,21.4482
471,debt_collection,contract agency owe debt,debt_collection,5.7192,debt_collection,2.762,debt_collection,1.7323,debt_collection,2.2412,debt_collection,8.0796,debt_collection,0.6363,debt_collection,0.8009,debt_collection,0.696,debt_collection,0.785,debt_collection,2.1356,debt_collection,1.4819,debt_collection,3.5688,debt_collection,6.0191,debt_collection,18.0911
472,credit_card,account suppose covid hold status went online made payment told csr due covid would get paid could change due date extend covid hold status told could made payment time told would call back schedule payment knew day would get paid citibank said charged late fee feel trying take advantage minority,retail_banking,1.0884,retail_banking,0.5935,retail_banking,1.966,credit_card,1.7281,retail_banking,19.2382,credit_card,0.6012,retail_banking,0.7994,credit_card,0.8528,retail_banking,0.5627,retail_banking,1.0967,credit_card,1.5113,credit_card,6.8451,retail_banking,3.0662,credit_card,32.6828
473,retail_banking,applying care act grant state pnc allowing account linked,retail_banking,0.7428,retail_banking,0.8163,retail_banking,2.0362,retail_banking,1.7282,retail_banking,4.3949,retail_banking,0.6001,retail_banking,0.9367,retail_banking,0.6303,retail_banking,0.8288,retail_banking,1.1276,retail_banking,1.0612,retail_banking,2.6418,retail_banking,3.4518,retail_banking,28.3029
474,credit_card,authorized charge recorded line charge opposed agreed refused provide refund capable providing service time needed originally said could fulfill resulting going another company contacted customer bank account charged gotten back regarding dispute ca speak supervisor call seem always end disconnected would like refunded,retail_banking,0.68,credit_card,0.6034,retail_banking,1.7253,credit_card,1.8277,credit_card,32.6914,retail_banking,0.6104,retail_banking,0.6253,retail_banking,0.8253,credit_card,0.6733,retail_banking,0.7932,credit_card,1.4993,retail_banking,5.8206,credit_card,7.1503,retail_banking,23.5514
475,credit_reporting,ftc violation,credit_reporting,0.8066,debt_collection,0.7125,credit_reporting,1.6266,debt_collection,2.0365,credit_reporting,6.405,debt_collection,0.5994,debt_collection,0.736,debt_collection,0.7736,credit_reporting,0.8267,credit_reporting,0.8997,debt_collection,1.2047,credit_reporting,10.0221,debt_collection,11.3468,credit_reporting,36.4034
476,retail_banking,authorized money transfer hsbc premier checking account account relative money never sent reappear checking account,retail_banking,0.7074,retail_banking,0.5974,retail_banking,1.3198,retail_banking,1.7262,retail_banking,9.4111,retail_banking,0.6858,retail_banking,0.8414,retail_banking,0.6668,retail_banking,0.5676,retail_banking,0.9064,retail_banking,1.1943,retail_banking,2.5409,retail_banking,2.7989,retail_banking,22.7986
477,retail_banking,charge fee fund checking account company allow time transfer fund place amount tht needed payment,retail_banking,0.7052,retail_banking,0.6898,retail_banking,1.8323,retail_banking,2.0355,retail_banking,7.2561,retail_banking,0.5791,retail_banking,0.702,retail_banking,0.6615,retail_banking,0.7997,retail_banking,2.5424,retail_banking,1.1652,retail_banking,3.3679,retail_banking,4.2247,retail_banking,20.4273
